Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Year,Month,WeekOfYear,Quarter,Is_Month_End,Weekly_Sales_Lag_1,Weekly_Sales_Lag_2,Weekly_Sales_Lag_4,Weekly_Sales_Lag_52,Sales_Rolling_Mean_4,Sales_Rolling_Std_4,Sales_Rolling_Mean_12
9,2012-04-06,677885.99,0,68.83,3.891,225.1820555,5.539,2012,4,14,2,0,574985.37,550791.32,574955.95,561625.92,562776.5525,14081.580417759164,557533.1825
9,2012-04-13,578539.86,0,69.19,3.891,225.2562439,5.539,2012,4,15,2,0,677885.99,574985.37,550373.57,528420.28,588509.0625,60685.169291155136,574443.2983333333
9,2012-04-20,542819.03,0,68.04,3.877,225.3117488,5.539,2012,4,16,2,0,578539.86,677885.99,550791.32,549502.11,595550.635,56257.75073376083,582644.1166666666
9,2012-04-27,550414.99,0,73.07,3.814,225.3672537,5.539,2012,4,17,2,0,542819.03,578539.86,574985.37,532226.2,593557.5625,58469.76451555017,587674.7683333333
9,2012-05-04,586289.08,0,78.98,3.749,225.4227585,5.539,2012,5,18,2,0,550414.99,542819.03,677885.99,545251.1,587414.9675,62240.3122899092,587712.0266666667
9,2012-05-11,592572.3,0,70.94,3.688,225.4782634,5.539,2012,5,19,2,0,586289.08,550414.99,578539.86,539126.0,564515.74,21137.113110327784,585758.1066666667
9,2012-05-18,571463.93,0,69.52,3.63,225.4942498,5.539,2012,5,20,2,0,592572.3,586289.08,542819.03,518266.9,568023.8500000001,25043.960856110458,580225.3775000001
9,2012-05-25,547226.0,0,79.69,3.561,225.4944288,5.539,2012,5,21,2,0,571463.93,592572.3,550414.99,553834.04,575185.075,18735.159026624147,580882.4725
9,2012-06-01,583648.59,0,80.26,3.501,225.4946078,5.539,2012,6,22,2,0,547226.0,571463.93,586289.08,587004.29,574387.8275,20154.64297957226,574859.7825
9,2012-06-08,582525.42,0,78.91,3.452,225.4947868,5.539,2012,6,23,2,0,583648.59,547226.0,592572.3,550076.32,573727.7050000001,19672.381359448154,575584.1691666666
9,2012-06-15,564606.1,0,82.21,3.393,225.5070634,5.539,2012,6,24,2,0,582525.42,583648.59,571463.93,558671.14,571215.985,16912.06516197125,578263.49
9,2012-06-22,562173.12,0,81.05,3.346,225.5495841,5.539,2012,6,25,2,0,564606.1,582525.42,547226.0,538745.93,569501.5275,17223.293229821626,579414.7216666667
9,2012-06-29,544770.7,0,87.18,3.286,225.5921049,5.539,2012,6,26,2,0,562173.12,564606.1,583648.59,537064.03,573238.3075,11424.79498066177,578347.0341666667
9,2012-07-06,578790.36,0,84.15,3.227,225.6346256,5.277,2012,7,27,3,0,544770.7,562173.12,582525.42,535983.13,563518.835,15445.991210037639,567254.0933333334
9,2012-07-13,536537.64,0,82.39,3.256,225.6771463,5.277,2012,7,28,3,0,578790.36,544770.7,564606.1,512834.04,562585.0700000001,13954.897199480147,567274.9683333334
9,2012-07-20,513991.57,0,83.39,3.311,225.6871121,5.277,2012,7,29,3,0,536537.64,578790.36,562173.12,491449.94,555567.955,18811.715349707534,566751.5191666667
9,2012-07-27,495951.0,0,86.41,3.407,225.6970779,5.277,2012,7,30,3,0,513991.57,536537.64,544770.7,471449.98,543522.5675,26871.57139733135,563716.2341666666
9,2012-08-03,533887.54,0,90.23,3.417,225.7070437,5.277,2012,8,31,3,0,495951.0,513991.57,578790.36,554879.67,531317.6425000001,35739.331605075364,556188.0608333333
9,2012-08-10,538713.47,0,88.66,3.494,225.7170094,5.277,2012,8,32,3,0,533887.54,495951.0,536537.64,520284.79,520091.9375,18980.508652037443,551297.6641666667
9,2012-08-17,535153.47,0,86.37,3.571,225.7995323,5.277,2012,8,33,3,0,538713.47,533887.54,513991.57,540819.44,520635.89499999996,19629.025353228215,548568.4591666666
9,2012-08-24,572887.78,0,77.9,3.62,225.9364729,5.277,2012,8,34,3,0,535153.47,538713.47,495951.0,542663.53,525926.37,20087.743653162677,547562.415
9,2012-08-31,576879.15,0,80.71,3.638,226.0734135,5.277,2012,8,35,3,1,572887.78,535153.47,533887.54,544643.33,545160.565,18597.370141901396,546665.6808333333
9,2012-09-07,565812.29,1,87.93,3.73,226.2103541,5.277,2012,9,36,3,0,576879.15,572887.78,538713.47,528784.86,555908.4675,22018.96483896136,546195.1583333333
9,2012-09-14,523427.35,0,73.55,3.717,226.3567545,5.277,2012,9,37,3,0,565812.29,576879.15,535153.47,500274.03,562683.1725,18915.03535529923,546295.6741666667
9,2012-09-21,533756.88,0,69.92,3.721,226.5599138,5.277,2012,9,38,3,0,523427.35,565812.29,572887.78,506743.78,559751.6425000001,24644.778320001555,543066.86
9,2012-09-28,516361.06,0,76.8,3.666,226.7630732,5.277,2012,9,39,3,0,533756.88,523427.35,576879.15,508567.04,549968.9175,25445.746407052295,542149.0416666666
9,2012-10-05,606755.3,0,66.61,3.617,226.9662325,4.954,2012,10,40,4,0,516361.06,533756.88,565812.29,553836.98,534839.395,21849.299751252544,536946.6
9,2012-10-12,558464.8,0,60.09,3.601,227.1693919,4.954,2012,10,41,4,0,606755.3,516361.06,523427.35,529515.66,545075.1475,41735.95711606973,542798.0716666667
9,2012-10-19,542009.46,0,68.01,3.594,227.214288,4.954,2012,10,42,4,0,558464.8,606755.3,533756.88,557075.21,553834.51,39282.82186498046,546504.1741666667
9,2012-10-26,549731.49,0,69.52,3.506,227.2328068,4.954,2012,10,43,4,0,542009.46,558464.8,516361.06,548527.49,555897.655,38074.99001071816,550342.3791666668
10,2011-02-04,1968045.91,0,44.88,3.348,127.7195806,8.744,2011,2,5,1,0,1715769.05,1677556.18,1714309.9,2193048.75,1704609.68,18155.643660514877,2211205.2791666663
10,2011-02-11,2115408.31,1,51.51,3.381,127.859129,8.744,2011,2,6,1,0,1968045.91,1715769.05,1710803.59,2176028.52,1768043.6825,134409.75225787205,2217217.305833333
10,2011-02-18,2106934.55,0,61.77,3.43,127.99525,8.744,2011,2,7,1,0,2115408.31,1968045.91,1677556.18,2113432.58,1869194.8625,208692.32208629043,2231069.904166667
10,2011-02-25,1967996.71,0,53.59,3.398,128.13,8.744,2011,2,8,1,0,2106934.55,2115408.31,1715769.05,2006774.96,1976539.4549999998,186512.54124017348,2161652.2516666665
10,2011-03-04,1958003.19,0,56.96,3.674,128.26475,8.744,2011,3,9,1,0,1967996.71,2106934.55,1968045.91,1987090.09,2039596.3699999999,82720.13130752962,2138051.424166667
10,2011-03-11,1933469.15,0,64.22,3.63,128.3995,8.744,2011,3,10,1,0,1958003.19,1967996.71,2115408.31,1941346.13,2037085.69,85713.91371038897,2100235.839166667
10,2011-03-18,1884734.31,0,70.12,3.892,128.5121935,8.744,2011,3,11,1,0,1933469.15,1958003.19,2106934.55,1946875.06,1991600.9,78245.58578217376,2027054.3641666665
10,2011-03-25,1815798.85,0,62.53,3.716,128.6160645,8.744,2011,3,12,1,0,1884734.31,1933469.15,1967996.71,1893532.46,1936050.8399999999,37159.54635118422,1871694.0824999998
10,2011-04-01,1827733.18,0,67.64,3.772,128.7199355,8.494,2011,4,13,2,0,1815798.85,1884734.31,1958003.19,2138651.97,1898001.375,62693.569571462634,1880735.8083333333
10,2011-04-08,1870720.73,0,73.03,3.818,128.8238065,8.494,2011,4,14,2,0,1827733.18,1815798.85,1933469.15,2041069.37,1865433.8725,54425.12760894269,1890187.7483333333
10,2011-04-15,1781767.22,0,61.05,4.089,128.9107333,8.494,2011,4,15,2,0,1870720.73,1827733.18,1884734.31,1826241.44,1849746.7675,33171.74686560951,1903514.1766666668
10,2011-04-22,2004831.14,0,75.93,3.917,128.9553,8.494,2011,4,16,2,0,1781767.22,1870720.73,1815798.85,1829521.83,1824004.9949999999,36731.59272659127,1912198.43
10,2011-04-29,1873646.34,0,73.38,4.151,128.9998667,8.494,2011,4,17,2,0,2004831.14,1781767.22,1827733.18,1790694.59,1871263.0675,96168.39735040421,1936286.9375
10,2011-05-06,1841369.99,0,73.56,4.193,129.0444333,8.494,2011,5,18,2,0,1873646.34,2004831.14,1870720.73,1921432.16,1882741.3575,91885.62866155211,1928420.3066666666
10,2011-05-13,1712995.44,0,74.04,4.202,129.089,8.494,2011,5,19,2,0,1841369.99,1873646.34,1781767.22,1808056.41,1875403.6724999999,94305.59252111423,1905583.78
10,2011-05-20,1720908.01,0,72.62,3.99,129.0756774,8.494,2011,5,20,2,0,1712995.44,1841369.99,2004831.14,1847613.58,1858210.7275,119870.61588531254,1872755.5208333333
10,2011-05-27,1743000.38,0,78.62,3.933,129.0623548,8.494,2011,5,21,2,0,1720908.01,1712995.44,1873646.34,1904618.17,1787229.945,82276.56327318153,1852164.7958333334
10,2011-06-03,1792210.89,0,81.87,3.893,129.0490323,8.494,2011,6,22,2,0,1743000.38,1720908.01,1841369.99,1931406.28,1754568.4549999998,59244.3189156849,1834247.8949999998
10,2011-06-10,1740063.1,0,84.57,3.981,129.0357097,8.494,2011,6,23,2,0,1792210.89,1743000.38,1712995.44,1827521.71,1742278.68,35627.51805145633,1822476.3733333333
10,2011-06-17,1817934.76,0,87.96,3.935,129.0432,8.494,2011,6,24,2,0,1740063.1,1792210.89,1720908.01,1837636.24,1749045.595,30398.4441646305,1810420.4391666667
10,2011-06-24,1711813.13,0,90.69,3.807,129.0663,8.494,2011,6,25,2,0,1817934.76,1740063.1,1743000.38,1768172.31,1773302.2825,38177.83839596381,1810598.4316666666
10,2011-07-01,1751369.75,0,95.36,3.842,129.0894,8.257,2011,7,26,3,0,1711813.13,1817934.76,1792210.89,1845893.87,1765505.47,48277.63965913922,1800938.4275
10,2011-07-08,1699708.38,0,88.57,3.793,129.1125,8.257,2011,7,27,3,0,1751369.75,1711813.13,1740063.1,1769793.37,1755295.185,44951.199155640345,1790992.5125
10,2011-07-15,1775068.4,0,86.01,3.779,129.1338387,8.257,2011,7,28,3,0,1699708.38,1751369.75,1817934.76,1828052.47,1745206.505,53268.444494782816,1784154.2758333336
10,2011-07-22,1774342.61,0,88.59,3.697,129.1507742,8.257,2011,7,29,3,0,1775068.4,1699708.38,1711813.13,1831676.03,1734489.915,34907.18182750171,1765007.3808333334
10,2011-07-29,1745841.33,0,86.75,3.694,129.1677097,8.257,2011,7,30,3,0,1774342.61,1775068.4,1751369.75,1832664.03,1750122.285,35365.005221612824,1756732.07
10,2011-08-05,1886299.98,0,89.8,3.803,129.1846452,8.257,2011,8,31,3,0,1745841.33,1774342.61,1699708.38,1949236.09,1748740.18,35408.00442854599,1748771.3483333334
10,2011-08-12,1917397.63,0,85.61,3.794,129.2015806,8.257,2011,8,32,3,0,1886299.98,1745841.33,1775068.4,1962996.7,1795388.08,62117.241836160305,1763213.3933333333
10,2011-08-19,1954849.68,0,87.4,3.743,129.2405806,8.257,2011,8,33,3,0,1917397.63,1886299.98,1774342.61,1983190.56,1830970.3875,83635.50615178974,1779587.5283333333
10,2011-08-26,1728399.07,0,91.59,3.663,129.2832581,8.257,2011,8,34,3,0,1954849.68,1917397.63,1745841.33,1727565.42,1876097.155,91247.58812066092,1797241.6366666667
10,2011-09-02,1758587.35,0,91.61,3.798,129.3259355,8.257,2011,9,35,3,0,1728399.07,1954849.68,1886299.98,1766331.45,1871736.59,99583.22025869114,1791923.985
10,2011-09-09,1670579.82,1,89.06,3.771,129.3686129,8.257,2011,9,36,3,0,1758587.35,1728399.07,1917397.63,1720530.23,1839808.4324999999,112935.79664301744,1793467.6725
10,2011-09-16,1650894.3,0,77.49,3.784,129.4306,8.257,2011,9,37,3,0,1670579.82,1758587.35,1954849.68,1716755.78,1778103.98,123358.50784989877,1781188.0941666665
10,2011-09-23,1685910.53,0,82.51,3.789,129.5183333,8.257,2011,9,38,3,0,1650894.3,1670579.82,1728399.07,1655036.75,1702115.135,49993.35401276306,1776111.5250000001
10,2011-09-30,1627707.31,0,82.27,3.877,129.6060667,8.257,2011,9,39,3,1,1685910.53,1650894.3,1758587.35,1645892.97,1691493.0,46969.60475536342,1770656.59
10,2011-10-07,1788227.6,0,75.01,3.827,129.6938,7.874,2011,10,40,4,0,1627707.31,1685910.53,1670579.82,1772192.42,1658772.9900000002,25185.95866667317,1764656.5008333335
10,2011-10-14,1704753.02,0,70.27,3.698,129.7706452,7.874,2011,10,41,4,0,1788227.6,1627707.31,1650894.3,1703850.25,1688184.935,70856.29194068194,1765753.1008333333
10,2011-10-21,1745928.56,0,77.91,3.842,129.7821613,7.874,2011,10,42,4,0,1704753.02,1788227.6,1685910.53,1740234.06,1701649.6150000002,66384.13935723889,1759953.9683333335
10,2011-10-28,1771792.97,0,72.79,3.843,129.7936774,7.874,2011,10,43,4,0,1745928.56,1704753.02,1627707.31,1741308.56,1716654.1225,68393.29174465776,1759961.2374999998
10,2011-11-04,1904438.59,0,68.57,3.828,129.8051935,7.874,2011,11,44,4,0,1771792.97,1745928.56,1788227.6,1832211.96,1752675.5374999999,36384.58813984784,1750418.986666667
10,2011-11-11,2076570.84,0,55.28,3.677,129.8167097,7.874,2011,11,45,4,0,1904438.59,1771792.97,1704753.02,1895901.59,1781728.2850000001,86339.13977109511,1749339.0666666667
10,2011-11-18,1869087.85,0,58.97,3.669,129.8268333,7.874,2011,11,46,4,0,2076570.84,1904438.59,1745928.56,1949177.13,1874682.7400000002,151446.53530642248,1759482.4966666668
10,2011-11-25,2950198.64,1,60.68,3.76,129.8364,7.874,2011,11,47,4,0,1869087.85,2076570.84,1771792.97,2939946.38,1905472.5625,127108.5761822968,1771206.5616666665
10,2011-12-02,2068097.18,0,57.29,3.701,129.8459667,7.874,2011,12,48,4,0,2950198.64,1869087.85,1904438.59,2251206.64,2200073.9800000004,508229.6505855093,1870507.5025000002
10,2011-12-09,2429310.9,0,42.58,3.644,129.8555333,7.874,2011,12,49,4,0,2068097.18,2950198.64,2076570.84,2411790.21,2240988.6275000004,482429.16288314556,1903633.9491666667
10,2011-12-16,2555031.18,0,50.53,3.489,129.8980645,7.874,2011,12,50,4,0,2429310.9,2068097.18,1869087.85,2811646.85,2329173.6425,474531.127743083,1968501.9991666668
10,2011-12-23,3487986.89,0,48.36,3.541,129.9845484,7.874,2011,12,51,4,0,2555031.18,2429310.9,2950198.64,3749057.69,2500659.475,363887.5748468229,2040928.72
10,2011-12-30,1930690.37,1,48.92,3.428,130.0710323,7.874,2011,12,52,4,0,3487986.89,2555031.18,2068097.18,1707298.14,2635106.5375,604887.9825956419,2195952.0183333335
10,2012-01-06,1683401.78,0,59.85,3.443,130.1575161,7.545,2012,1,1,1,0,1930690.37,3487986.89,2429310.9,1714309.9,2600754.835,650038.6609400263,2207823.9158333335
10,2012-01-13,1711562.73,0,51.0,3.477,130.244,7.545,2012,1,2,1,0,1683401.78,1930690.37,2555031.18,1710803.59,2414277.555,804300.7901266087,2206044.6458333335
10,2012-01-20,1675562.94,0,54.51,3.66,130.2792258,7.545,2012,1,3,1,0,1711562.73,1683401.78,3487986.89,1677556.18,2203410.4425000004,863488.287660898,2203180.8266666667
10,2012-01-27,1632406.0,0,53.59,3.675,130.3144516,7.545,2012,1,4,1,0,1675562.94,1711562.73,1930690.37,1715769.05,1750304.455,121246.66534659968,2195161.6575
10,2012-02-03,1867403.01,0,56.85,3.543,130.3496774,7.545,2012,2,5,1,0,1632406.0,1675562.94,1683401.78,1968045.91,1675733.3625,32760.940093531543,2172492.275
10,2012-02-10,2218595.8,1,55.73,3.722,130.3849032,7.545,2012,2,6,1,0,1867403.01,1632406.0,1711562.73,2115408.31,1721733.67,102362.3849742962,2155061.6225
10,2012-02-17,2168709.76,0,54.12,3.781,130.4546207,7.545,2012,2,7,1,0,2218595.8,1867403.01,1675562.94,2106934.55,1848491.9375,267040.6138037971,2184187.285
10,2012-02-24,2039415.74,0,56.02,3.95,130.5502069,7.545,2012,2,8,1,0,2168709.76,2218595.8,1632406.0,1967996.71,1971778.6424999998,274328.6577649673,2119063.2116666664
10,2012-03-02,1990371.02,0,57.62,3.882,130.6457931,7.545,2012,3,9,1,0,2039415.74,2168709.76,1867403.01,1958003.19,2073531.0775,156796.46231177278,2116673.091666667
10,2012-03-09,1917483.1,0,57.65,3.963,130.7413793,7.545,2012,3,10,1,0,1990371.02,2039415.74,2218595.8,1933469.15,2104273.08,107085.5170128693,2080094.7683333333
10,2012-03-16,1930814.66,0,62.11,4.273,130.8261935,7.545,2012,3,11,1,0,1917483.1,1990371.02,2168709.76,1884734.31,2028994.905,105759.98243919943,2026965.7616666667
10,2012-03-23,1837457.69,0,56.54,4.288,130.8966452,7.545,2012,3,12,1,0,1930814.66,1917483.1,2039415.74,1815798.85,1969521.13,56350.45639035937,1897201.4091666667
10,2012-03-30,1815760.42,0,67.92,4.294,130.9670968,7.545,2012,3,13,1,0,1837457.69,1930814.66,1990371.02,1827733.18,1919031.6175,62941.38541488651,1889432.0191666663
10,2012-04-06,2163384.17,0,65.99,4.282,131.0375484,7.382,2012,4,14,2,0,1815760.42,1837457.69,1917483.1,1870720.73,1875378.9675,57266.24505987363,1900461.9058333335
10,2012-04-13,1974687.51,0,70.28,4.254,131.108,7.382,2012,4,15,2,0,2163384.17,1815760.42,1930814.66,1781767.22,1936854.2349999999,159055.20331683086,1938113.6925
10,2012-04-20,1777166.53,0,67.75,4.111,131.1173333,7.382,2012,4,16,2,0,1974687.51,2163384.17,1837457.69,2004831.14,1947822.4474999998,160009.7357410268,1963040.74
10,2012-04-27,1712987.56,0,80.11,4.088,131.1266667,7.382,2012,4,17,2,0,1777166.53,1974687.51,1815760.42,1873646.34,1932749.6575,175920.10789175116,1975104.1174999997
10,2012-05-04,1821364.42,0,77.02,4.058,131.136,7.382,2012,5,18,2,0,1712987.56,1777166.53,2163384.17,1841369.99,1907056.4425,203970.5744305283,1962236.1633333333
10,2012-05-11,1792345.3,0,76.03,4.186,131.1453333,7.382,2012,5,19,2,0,1821364.42,1712987.56,1974687.51,1712995.44,1821551.505,111365.50511396995,1929133.548333333
10,2012-05-18,1795152.73,0,85.19,4.308,131.0983226,7.382,2012,5,20,2,0,1792345.3,1821364.42,1777166.53,1720908.01,1775965.9525000001,45814.92909554551,1897769.8433333335
10,2012-05-25,1830939.1,0,86.03,4.127,131.0287742,7.382,2012,5,21,2,0,1795152.73,1792345.3,1712987.56,1743000.38,1780462.5025,46843.136747306686,1877414.5925
10,2012-06-01,1767471.48,0,80.06,4.277,130.9592258,7.382,2012,6,22,2,0,1830939.1,1795152.73,1821364.42,1792210.89,1809950.3875,19146.069776733664,1864128.5991666669
10,2012-06-08,1840491.41,0,86.87,4.103,130.8896774,7.382,2012,6,23,2,0,1767471.48,1830939.1,1792345.3,1740063.1,1796477.1525,26126.49461567172,1851627.6308333334
10,2012-06-15,1811562.88,0,88.58,4.144,130.8295333,7.382,2012,6,24,2,0,1840491.41,1767471.48,1795152.73,1817934.76,1808513.68,33607.79594017716,1844100.6933333334
10,2012-06-22,1755334.18,0,89.92,4.014,130.7929,7.382,2012,6,25,2,0,1811562.88,1840491.41,1830939.1,1711813.13,1812616.2175,32413.53227615315,1841942.7925000002
10,2012-06-29,1707481.9,0,91.36,3.875,130.7562667,7.382,2012,6,26,2,0,1755334.18,1811562.88,1767471.48,1751369.75,1793714.9874999998,39447.80956674491,1836907.2725
10,2012-07-06,1805999.79,0,86.87,3.666,130.7196333,7.17,2012,7,27,3,0,1707481.9,1755334.18,1840491.41,1699708.38,1778717.5925,59206.20830503727,1798915.4166666667
10,2012-07-13,1765571.91,0,89.8,3.723,130.683,7.17,2012,7,28,3,0,1805999.79,1707481.9,1811562.88,1775068.4,1770094.6875,48809.22424749898,1784858.1066666665
10,2012-07-20,1869967.03,0,84.45,3.589,130.7012903,7.17,2012,7,29,3,0,1765571.91,1805999.79,1755334.18,1774342.61,1758596.9449999998,40493.0994600317,1783891.8883333334
10,2012-07-27,1817603.66,0,83.98,3.769,130.7195806,7.17,2012,7,30,3,0,1869967.03,1765571.91,1707481.9,1745841.33,1787255.1575,68377.7520697137,1796973.5108333332
10,2012-08-03,1939440.09,0,84.76,3.595,130.737871,7.17,2012,8,31,3,0,1817603.66,1869967.03,1805999.79,1886299.98,1814785.5975,43019.799394305046,1796660.1141666668
10,2012-08-10,1880436.94,0,90.78,3.811,130.7561613,7.17,2012,8,32,3,0,1939440.09,1817603.66,1765571.91,1917397.63,1848145.6724999999,74301.37524694526,1808918.0133333334
10,2012-08-17,1827797.4,0,88.83,4.002,130.7909677,7.17,2012,8,33,3,0,1880436.94,1939440.09,1869967.03,1954849.68,1876861.93,49959.61373912367,1816025.0308333335
10,2012-08-24,1764984.15,0,82.5,4.055,130.8381613,7.17,2012,8,34,3,0,1827797.4,1880436.94,1817603.66,1728399.07,1866319.5225,55985.438730125425,1815763.2225
10,2012-08-31,1650285.54,0,86.97,3.886,130.8853548,7.17,2012,8,35,3,1,1764984.15,1827797.4,1939440.09,1758587.35,1853164.645,74401.00201352256,1815555.9449999996
10,2012-09-07,1708283.28,1,83.07,4.124,130.9325484,7.17,2012,9,36,3,0,1650285.54,1764984.15,1880436.94,1670579.82,1780876.0075,99029.31837100082,1799705.4558333335
10,2012-09-14,1640168.99,0,78.47,3.966,130.9776667,7.17,2012,9,37,3,0,1708283.28,1650285.54,1827797.4,1650894.3,1737837.5924999998,76088.81177905519,1791098.8224999998
10,2012-09-21,1671857.57,0,81.93,4.125,131.0103333,7.17,2012,9,38,3,0,1640168.99,1708283.28,1764984.15,1685910.53,1690930.49,57774.8668624714,1781501.7233333334
10,2012-09-28,1694862.41,0,82.52,3.966,131.043,7.17,2012,9,39,3,0,1671857.57,1640168.99,1650285.54,1627707.31,1667648.845,30141.31973020507,1778533.0291666668
10,2012-10-05,1758971.38,0,80.88,4.132,131.0756667,6.943,2012,10,40,4,0,1694862.41,1671857.57,1708283.28,1788227.6,1678793.0625,29820.668950536277,1769271.5808333335
10,2012-10-12,1713889.11,0,76.03,4.468,131.1083333,6.943,2012,10,41,4,0,1758971.38,1694862.41,1640168.99,1704753.02,1691465.0875000001,50280.49883239547,1768721.5366666669
10,2012-10-19,1734834.82,0,72.71,4.449,131.1499677,6.943,2012,10,42,4,0,1713889.11,1758971.38,1671857.57,1745928.56,1709895.1175000002,36956.139912294144,1755715.0433333332
10,2012-10-26,1744349.05,0,70.5,4.301,131.1930968,6.943,2012,10,43,4,0,1734834.82,1713889.11,1694862.41,1771792.97,1725639.43,27573.351073300844,1748817.64
11,2011-02-04,1422546.05,0,47.17,2.989,215.8863367,7.551,2011,2,5,1,0,1100418.69,1187776.19,1178905.44,1528008.64,1165387.525,43778.040664897635,1438341.1216666668
11,2011-02-11,1419236.9,1,44.61,3.022,216.2660913,7.551,2011,2,6,1,0,1422546.05,1100418.69,1194449.78,1574684.08,1226297.6775,137667.63935569284,1450080.3258333334
11,2011-02-18,1554747.15,0,61.5,3.045,216.5843571,7.551,2011,2,7,1,0,1419236.9,1422546.05,1187776.19,1503298.7,1282494.4575,163743.78303879447,1460654.5200000003
11,2011-02-25,1323999.36,0,68.74,3.065,216.8780275,7.551,2011,2,8,1,0,1554747.15,1419236.9,1100418.69,1336404.65,1374237.1975,193148.59258787814,1443779.9066666665
11,2011-03-04,1399456.99,0,66.5,3.288,217.1716979,7.551,2011,3,9,1,0,1323999.36,1554747.15,1422546.05,1426622.65,1430132.365,94814.42000696345,1439069.6333333335
11,2011-03-11,1314557.31,0,63.29,3.459,217.4653683,7.551,2011,3,10,1,0,1399456.99,1323999.36,1419236.9,1331883.16,1424360.1,96124.00499174863,1425314.68
11,2011-03-18,1391813.69,0,70.17,3.488,217.7235226,7.551,2011,3,11,1,0,1314557.31,1399456.99,1554747.15,1364207.0,1398190.2025,111071.18495190878,1381196.86
11,2011-03-25,1229777.24,0,73.74,3.473,217.9674705,7.551,2011,3,12,1,0,1391813.69,1314557.31,1323999.36,1245624.27,1357456.8375,44362.81620199391,1304992.5541666667
11,2011-04-01,1258674.12,0,69.1,3.524,218.2114184,7.574,2011,4,13,2,0,1229777.24,1391813.69,1399456.99,1446210.26,1333901.3074999999,79304.06300413457,1309807.0658333334
11,2011-04-08,1327401.06,0,73.57,3.622,218.4553663,7.574,2011,4,14,2,0,1258674.12,1229777.24,1314557.31,1470308.32,1298705.59,71353.6528769471,1316454.4558333333
11,2011-04-15,1312905.8,0,76.64,3.743,218.6788642,7.574,2011,4,15,2,0,1327401.06,1258674.12,1391813.69,1323243.35,1301916.5275,72583.15651650513,1327533.7291666667
11,2011-04-22,1388118.53,0,78.31,3.807,218.851237,7.574,2011,4,16,2,0,1312905.8,1327401.06,1229777.24,1283766.55,1282189.5550000002,45780.61576025167,1337961.1966666668
11,2011-04-29,1357589.89,0,79.97,3.81,219.0236099,7.574,2011,4,17,2,0,1388118.53,1312905.8,1258674.12,1239766.89,1321774.8775,53208.70946671078,1361936.1833333333
11,2011-05-06,1331453.41,0,71.39,3.906,219.1959827,7.574,2011,5,18,2,0,1357589.89,1388118.53,1327401.06,1312329.78,1346503.8199999998,33408.71854255252,1356523.1700000002
11,2011-05-13,1277959.42,0,80.93,3.899,219.3683556,7.574,2011,5,19,2,0,1331453.41,1357589.89,1312905.8,1266796.13,1347516.9075,32690.066994865323,1349207.8791666667
11,2011-05-20,1239466.97,0,76.97,3.907,219.127216,7.574,2011,5,20,2,0,1277959.42,1331453.41,1388118.53,1271646.62,1338780.3125,46693.76966486505,1326142.235
11,2011-05-27,1216876.52,0,85.61,3.786,218.8860765,7.574,2011,5,21,2,0,1239466.97,1277959.42,1357589.89,1264272.52,1301617.4224999999,53058.091108969835,1319097.8691666666
11,2011-06-03,1343637.0,0,86.14,3.699,218.6449369,7.574,2011,6,22,2,0,1216876.52,1239466.97,1331453.41,1396322.19,1266439.08,50144.86816770725,1303882.83
11,2011-06-10,1314626.75,0,85.79,3.648,218.4037974,7.574,2011,6,23,2,0,1343637.0,1216876.52,1277959.42,1339570.85,1269484.9775,55494.952296960255,1306306.1375
11,2011-06-17,1337506.74,0,87.9,3.637,218.3551748,7.574,2011,6,24,2,0,1314626.75,1343637.0,1239466.97,1336522.92,1278651.81,60191.110550061945,1299873.8925
11,2011-06-24,1254587.84,0,86.13,3.594,218.45094,7.574,2011,6,25,2,0,1337506.74,1314626.75,1216876.52,1262025.08,1303161.7525,58862.58387639016,1308851.3508333333
11,2011-07-01,1297472.06,0,86.43,3.524,218.5467052,7.567,2011,7,26,3,0,1254587.84,1337506.74,1343637.0,1302600.14,1312589.5825,40633.15171859104,1308510.8275
11,2011-07-08,1334627.96,0,87.17,3.48,218.6424704,7.567,2011,7,27,3,0,1297472.06,1254587.84,1314626.75,1280156.47,1301048.3475000001,35047.37739867766,1306016.7441666666
11,2011-07-15,1266546.73,0,88.3,3.575,218.7275216,7.567,2011,7,28,3,0,1334627.96,1297472.06,1337506.74,1290609.54,1306048.65,38850.8311726107,1307826.9241666666
11,2011-07-22,1290576.44,0,87.8,3.651,218.7857881,7.567,2011,7,29,3,0,1266546.73,1334627.96,1254587.84,1244390.03,1288308.6475,35777.65015036883,1297695.9408333332
11,2011-07-29,1212938.67,0,89.46,3.682,218.8440545,7.567,2011,7,30,3,0,1290576.44,1266546.73,1297472.06,1250178.89,1297305.7974999999,28192.05527997484,1292111.4866666666
11,2011-08-05,1403198.94,0,90.04,3.684,218.9023209,7.567,2011,8,31,3,0,1212938.67,1290576.44,1334627.96,1369634.92,1276172.45,50713.86068222049,1282235.2583333333
11,2011-08-12,1354188.43,0,90.3,3.638,218.9605873,7.567,2011,8,32,3,0,1403198.94,1212938.67,1266546.73,1384339.1,1293315.1949999998,80122.5617074799,1292671.885
11,2011-08-19,1484169.74,0,89.51,3.554,219.023271,7.567,2011,8,33,3,0,1354188.43,1403198.94,1290576.44,1430192.37,1315225.6199999999,82315.66843538574,1302232.0066666666
